MGI.symbol,t,B
Skiv2l,1.15292535548697,0.175712922
Shd,-1.33191557341719,0.292976782
Sh3glb2,-0.921346854680328,0.122047855
Sh3glb1,-0.0160706251866339,0.077660338
Sirt5,-1.02464755475151,0.346615984
Shank2,-1.75083119726786,0.401570092
Ski,-0.527630279908231,0.082134502
Shc2,-1.7423727816069,0.597842962
Sik1,-1.50115911321076,0.476507283
Sgpl1,0.00344458507796281,0.131798353
Sik2,-0.588776525608764,0.20311757
Sgms1,1.20570184455979,0.133161737
Sgce,0.43681072724361,0.121860931
Sgpp2,-1.7743781023457,0.424901526
Sh2b2,1.57028145947736,0.469766621
Sh2d3c,-0.647078700109807,0.262918655
Shtn1,1.4162102830961,0.197176533
Shprh,1.52438084341051,0.196853096
Shisa8,-1.56899340115734,0.334784628
Sirt1,0.322998750680502,0.191179468
Shfm1,-0.99484935160558,0.361410396
Sipa1,-1.55995907440442,0.331791035
Sh3bgrl,-0.63062992893361,0.085171191
Shkbp1,1.22723521787873,0.321614253
Sirt3,-1.08092308075839,0.151909705
Sh3bp1,-0.582005935093101,0.11405242
Sgcb,-0.436592262856632,0.090605186
Sgms2,-0.468747338385668,0.182663227
Sgpp1,-1.29571398750666,0.135718949
Sik3,-0.592734039621376,0.086767294
Sigmar1,-2.22273117489567,0.502789409
Skap2,2.25925750462657,0.586501271
Shc4,-0.658583914375065,0.250900159
Sirt6,2.31484440566735,1.167229606
Shank1,1.66327457720547,0.702073311
Sh3gl3,0.441893537329546,0.173205865
Skil,3.44574125564624,3.021167807
Shf,-0.368856179618193,0.222808751
Sh3kbp1,-0.45293105738821,0.096993466
Shisa9,-1.43956499496811,0.336883692
Sirt4,0.384425271363772,0.235702566
Sh3bgrl3,2.61846809309391,0.491303582
Sh3bgrl2,-0.453155796530352,0.159670279
Shh,0.742623490551475,0.248007388
Sin3b,-1.73226134531374,0.209122307
Shisa7,-1.96290740258787,0.829175164
Sirt2,-0.162354760677223,0.066800292
Shroom2,-0.175861393228645,0.096937294
Sh2b3,-0.00770730910467761,0.177934379
Shroom3,-0.701363019116656,0.215578712
Sh2b1,-0.544738237870746,0.111826673
Sgsm1,-2.36460768085952,0.63676311
Sh2d5,-1.04476093842753,0.30262933
Sh3bp5,0.633596913834069,0.101517804
Shisa6,-0.338701142982533,0.232804161
Sipa1l3,1.07525881902602,0.182320371
Sh3d19,1.33541955420749,0.211888637
Shisa2,1.73315229456366,0.60683444
Sipa1l2,-0.445068781111501,0.149175599
Siah1a,0.888410237758848,0.162304568
Shmt2,-0.745223643288735,0.229870206
Sgsm2,-1.67303810235728,0.386211558
Sgtb,0.352179861099916,0.231277756
Sidt1,0.750652871217058,0.305069709
Sgk1,0.564996220284846,0.137214774
Simc1,1.02048243884252,0.46154851
Sgip1,-1.02830037161703,0.114097734
Siglech,3.45039886041932,8.620505364
Sike1,-0.817614819723474,0.163785112
Sirt7,-1.79666545502833,0.361571816
Sharpin,0.176783754185303,0.154325848
Ska2,2.07110661218941,0.493355792
Shb,0.59877518173815,0.235904287
Sh3rf1,-0.853628558863732,0.216264242
Sh3pxd2a,-1.41455183935484,0.31955661
Sh3gl2,-1.11978725094425,0.113532576
Sgta,-0.578451235949093,0.113052574
Siah2,-1.9999406237732,0.509371497
Sgsm3,-1.44378729445209,0.30656645
Shoc2,-1.23236409708965,0.193869899
Siae,-1.23206170056938,0.258198061
Shisa4,-1.41994545502581,0.13758924
Sipa1l1,-0.448332802838391,0.106362132
Shisa5,0.310801604315044,0.149287776
Sirpa,-1.38450549746916,0.148127302
Sh3bp5l,1.90699047026596,0.376390595
Sh3bp4,1.04764156122661,0.232712779
Sh3bgr,-2.46484256506069,0.730978404
Sh3gl1,-0.415672033391028,0.15990643
Sh3pxd2b,0.0339638682318064,0.129074353
Six4,-0.24074551882947,0.594671387
Shc1,0.153158043032576,0.254551975
Sh3yl1,0.21810824463516,0.323240318
Siva1,-1.19312508717455,0.260171528
Shank3,0.0606590454850992,0.156744008
Sil1,-1.0118118429716,0.240828845
Sidt2,1.07105791023206,0.181237964
Sgf29,0.0875586274976326,0.18183829
Sgk3,2.18606589363925,0.505621814
Sin3a,1.35163502487774,0.289792617
St7,-1.49970926289175,0.318452356
Ssbp3,-0.0262454649922412,0.066504622
St3gal6,0.850561478275295,0.13764477
Ss18l1,-2.49504074435404,0.732206267
Srp54b,-1.04337803746378,0.159798584
St8sia1,0.351852581020562,0.142164747
Ssfa2,2.94806767211202,0.661898464
Srp68,-1.4972775315798,0.191785932
Srek1,-0.024225142522125,0.123468587
Srgap3,2.50396436709589,0.450320208
Sri,-0.940306353267615,0.085956054
Ssr1,1.96493607852202,0.14656538
Sspn,2.98116484833899,1.607638699
Ssx2ip,-0.446216253546492,0.113646848
Srebf1,-1.01952305830134,0.133663772
St3gal1,-0.981117173258641,0.326873933
Srd5a1,-0.082548185372195,0.16883658
Sqrdl,-0.706704654786643,0.231439049
Srxn1,-0.679805125086081,0.14338411
Stam,-0.0163046031602267,0.083386771
Srrm3,0.153397226784493,0.180119549
Srrd,-1.94891111160154,0.37404622
Srsf11,-1.08678162242412,0.08896079
St8sia4,-0.064346912190635,0.201780556
Srsf7,0.0602591343255883,0.090094698
Stag1,2.60280427835955,0.860694253
Ssna1,0.592733286804967,0.12077222
Srm,-2.8173337167606,0.870019174
Ssr2,0.912550522168864,0.120266452
Srgn,0.881554217449443,0.199238473
Srebf2,-0.289068718249874,0.092802342
St7l,0.176094057479034,0.130931367
Ssh1,-0.768602478451776,0.175203148
Srp72,-3.37948130824395,1.174137079
Srp54a,-0.733697088582581,0.306738835
St5,-0.202620929609718,0.16680285
Ss18,0.526566382555117,0.126975537
St6galnac6,-1.17262821356198,0.188664677
Ssbp4,2.80051255326669,1.109169939
Srsf6,-0.682065393632082,0.085425869
Stag2,0.926593925059182,0.115806773
Srsf12,0.419247804535933,0.270015625
St8sia3,-2.08495695587507,0.530389423
Srrm1,-0.106665368315986,0.086446071
Srsf9,-1.43733083716243,0.168981328
Stam2,1.24903649057381,0.171416729
Srrm2,0.579311688677861,0.084286555
Sqstm1,-2.11762253277013,0.208117691
Srcin1,1.27175417470903,0.12806635
Srd5a3,2.87977176342493,1.682941482
St18,-0.216337420532984,0.121822039
St13,2.60924657816099,0.310510906
Srsf2,-1.1417781777524,0.115408335
St8sia6,-0.426935178235061,0.366565246
Srsf5,1.35732013355415,0.111459777
Stab1,-0.611307679424621,0.265022046
Srsf10,-0.00950669628616861,0.104819291
Srrt,0.285320657801628,0.130517265
Srprb,-0.715008144114413,0.130543159
Srcap,2.15422364583234,0.554532139
St3gal5,-3.06567249863863,1.07047043
Sra1,0.597059571001251,0.103386091
Sst,0.466654424357028,0.159605085
St3gal3,0.17829748256902,0.12564957
Ssr3,0.865756436976603,0.081664424
Ssh3,1.6153319324236,0.332857045
Srf,-1.74832942373977,0.333670274
Srgap1,0.825467829208438,0.180853992
Ssrp1,2.29129869823109,0.390743832
Srp19,-1.89433384258181,0.190065438
Srp9,-1.45027169814797,0.143808715
St6galnac5,-0.409085460048602,0.375292582
Ssbp1,-3.06770245043066,1.758242584
Srpk2,0.125769619078741,0.064844223
St6gal1,-0.662369956769306,0.177567059
Ssb,-0.0797342193176288,0.062945139
St3gal2,1.18350012271708,0.160765726
Ssu72,-0.182871891623482,0.075478957
Srbd1,1.40677689120672,0.283020167
Src,2.13941481835059,0.460404703
St3gal4,-0.707122941923657,0.138547813
Srr,2.19689912171347,0.432177062
Srrm4,-0.17525268919435,0.234567525
Srsf4,0.362590561831119,0.148424516
Stac2,-1.66900786573486,0.324378623
Srsf1,1.6576714849505,0.13254508
Srsf3,-0.21027068327,0.068604884
St8sia5,-0.451354068676428,0.15632208
St6gal2,-1.73910790848254,0.808840763
Ss18l2,0.110780864177105,0.991749681
St6galnac4,-0.0829662234648143,0.186520756
Ssbp2,1.38962266248517,0.174876011
Srpr,0.122522331376051,0.093280343
Srpk1,-1.34588299842812,0.22030061
Srp14,-2.74354551409806,0.438143834
Srgap2,2.73973994371723,0.858800394
Sssca1,0.797496340448795,0.187172345
Srek1ip1,-0.00694225223559228,0.152939018
Ssh2,-3.04724300141253,1.178525221
Ssr4,-0.171864706415959,0.09652969
Pkdcc,-1.89317426201044,0.593916143
Pigu,1.43303326823042,0.358839299
Pkia,-0.529485452293659,0.115876704
Pigs,-0.07065982155796,0.130923541
Pigm,1.36819776267549,0.226787639
