MGI.symbol,t,B
Skiv2l,2.2358868974012,0.737810834
Shd,-0.202412040553725,0.260472371
Sh3glb2,1.11961466406927,0.165697358
Sh3glb1,-1.17538957612233,0.227566744
Sirt5,1.58252687480004,0.543990225
Shank2,2.39519002557375,1.170648223
Ski,-1.17928875146894,0.177119523
Shc2,1.07679654800848,0.584483619
Sik1,-1.10819529028243,0.554867373
Sgpl1,0.747494309564735,0.287952263
Sik2,1.51522061933539,0.617394475
Sgms1,-1.73573487952181,0.415550561
Sgce,-0.380515819970542,0.227782858
Sgpp2,0.0247014043559745,0.209166601
Sh2b2,1.67714283794581,0.856370578
Sh2d3c,1.02326015794328,0.461051995
Shtn1,-1.50070151436901,0.4982584
Shprh,1.57141097113215,0.373600145
Shisa8,-0.183167040622257,0.347959391
Sirt1,-1.00022992037027,0.392713019
Shfm1,-0.792352938382089,0.297345435
Sipa1,0.990356551354783,0.442538079
Sh3bgrl,-0.664199920269296,0.136616655
Shkbp1,1.71018547926471,0.849271192
Sirt3,1.38912932478261,0.249540896
Sh3bp1,0.200541310392891,0.133970965
Sgcb,-1.05037945687455,0.193331983
Sgms2,-1.55416279655006,0.39233433
Sgpp1,1.17025367041569,0.216797203
Sik3,-1.56688587321003,0.222035879
Sigmar1,0.171801182692726,0.202281731
Skap2,0.634453066953091,0.302357564
Shc4,-1.06979644868698,0.424469753
Sirt6,-1.02073497858794,0.392241259
Shank1,-0.933286081073064,0.519136881
Sh3gl3,1.09598813846162,0.328608055
Skil,-0.685914779231043,0.192994838
Shf,-1.15107209877783,0.568152953
Sh3kbp1,1.49123793708784,0.329166718
Shisa9,0.642493362349541,0.271116282
Sirt4,-1.6298526483802,0.544825466
Sh3bgrl3,0.949927390699355,0.169502366
Sh3bgrl2,-0.757807845052882,0.256581084
Shh,0.332078356978959,0.349146077
Sin3b,1.10683199181846,0.240160367
Shisa7,1.0296104447777,0.466518777
Sirt2,3.10851750063594,1.041331344
Shroom2,0.282917401204057,0.155879879
Sh2b3,-1.05014452046774,0.51120521
Shroom3,1.0661091129261,0.479676957
Sh2b1,-1.01381349484545,0.169424262
Sgsm1,1.91368591765004,0.516917365
Sh2d5,-0.670126125799001,0.247646916
Sh3bp5,1.98155060418511,0.649241314
Shisa6,1.09612261401085,0.46910982
Sipa1l3,0.770856711927261,0.25873429
Sh3d19,0.318203443360366,0.389799299
Shisa2,-1.0874447467988,0.548531176
Sipa1l2,-1.1328259615809,0.282649719
Siah1a,1.61694959418835,0.346133925
Shmt2,0.988537739652931,0.339017725
Sgsm2,0.809942199038658,0.244976419
Sgtb,-1.02453351729528,0.496548117
Sidt1,-1.06051296060348,0.553711009
Sgk1,1.90537844322657,0.391173537
Simc1,1.16971536860696,0.397943081
Sgip1,-0.443162272689571,0.133920368
Siglech,0.288490834930725,0.546419695
Sike1,2.81807621530841,2.070098124
Sirt7,-1.82343403340854,0.827121961
Sharpin,-1.27164395773376,0.266976168
Ska2,1.10827067469677,0.398241285
Shb,-0.24268526985276,0.380974457
Sh3rf1,2.02515513987466,0.893309939
Sh3pxd2a,1.01523084483221,0.377661758
Sh3gl2,0.615869865488353,0.110920552
Sgta,-0.744875471265425,0.206763254
Siah2,-2.14446303364636,1.232458254
Sgsm3,-1.11482790277579,0.342496553
Shoc2,-0.959279391561387,0.224326216
Siae,2.11856314036321,0.96776361
Shisa4,0.162172288827977,0.143180129
Sipa1l1,0.839328303839921,0.234041841
Shisa5,0.524844940149934,0.183712189
Sirpa,-0.296064797268008,0.149302375
Sh3bp5l,0.332073573019215,0.242272487
Sh3bp4,0.446845833061435,0.351099894
Sh3bgr,2.91930585380228,4.330705953
Sh3gl1,-2.24419915687922,1.020661274
Sh3pxd2b,1.62288526841658,0.531727531
Six4,0.615793024821189,1.067058538
Shc1,1.04679818811424,0.47532803
Sh3yl1,-1.08395504412016,0.556287501
Siva1,-0.749041753016194,0.321094406
Shank3,-1.23105287876766,0.31924404
Sil1,-0.0298653241262196,0.242614443
Sidt2,-0.0758116650586953,0.228110629
Sgf29,-1.44958461985037,0.510348056
Sgk3,1.56063054724211,0.532767204
Sin3a,0.609424387802535,0.263321838
St7,0.218296807436245,0.224806003
Ssbp3,-1.33807814544914,0.159561788
St3gal6,0.976032889776519,0.200224189
Ss18l1,0.243455709352344,0.237340742
Srp54b,-1.36552256913127,0.271394838
St8sia1,-0.413874751411632,0.197720639
Ssfa2,2.71686118650722,1.008134329
Srp68,-2.36352517480532,0.783702186
Srek1,1.27033828033042,0.310741472
Srgap3,2.47658453366908,0.519364321
Sri,-1.94589056224768,0.405149096
Ssr1,-1.05049709722674,0.127776526
Sspn,0.958218946788178,0.450803261
Ssx2ip,1.28893416728302,0.263646545
Srebf1,-0.415189625666633,0.13784434
St3gal1,-0.593540398679707,0.468140974
Srd5a1,-0.172617356749416,0.349092995
Sqrdl,0.375764661054256,0.413766597
Srxn1,-0.803260264212948,0.232892449
Stam,0.580607245439477,0.159549278
Srrm3,1.1397241442514,0.324695988
Srrd,-0.662983345460487,0.347020367
Srsf11,-0.57494836119268,0.105475954
St8sia4,1.12146226879366,0.473756819
Srsf7,-2.12378737833962,0.433697873
Stag1,-0.832404239968047,0.197196115
Ssna1,-0.153525750752107,0.160602626
Srm,-1.37722324762335,0.296942222
Ssr2,0.626733022239246,0.154892621
Srgn,0.611697448023925,0.311692497
Srebf2,0.225492015027832,0.136603089
St7l,-1.1222208612994,0.393864174
Ssh1,-0.364986450597681,0.290949559
Srp72,0.541241033824051,0.131303138
Srp54a,-0.561264778506611,0.366295957
St5,1.13887284238486,0.270271042
Ss18,2.54179093731422,1.229561522
St6galnac6,-0.329995525351073,0.194106117
Ssbp4,-0.402998273891112,0.183079362
Srsf6,-0.410296528359713,0.119845129
Stag2,-1.38908979723066,0.27213214
Srsf12,-1.55554365173759,0.408575127
St8sia3,1.26473678299876,0.27504117
Srrm1,0.0596159982370431,0.130841018
Srsf9,0.423498916383854,0.173266831
