MGI.symbol,t,B
Skiv2l,0.871119583675237,0.102357273
Shd,-2.81472366525612,0.839412981
Sh3glb2,-4.24518008339007,5.348678664
Sh3glb1,3.80950858499709,2.045100376
Sirt5,0.534874877058412,0.087876615
Shank2,-2.24331092713926,0.337228801
Ski,7.64511918227215,5.30E+28
Shc2,-1.137267839967,0.201795194
Sik1,2.93952812291647,0.950812535
Sgpl1,8.0138620593031,7.12E+54
Sik2,-0.52086957702108,0.128553783
Sgms1,0.61179605788175,0.072177034
Sgce,4.32654382479351,8.781565595
Sgpp2,-3.82773165847149,3.574505729
Sh2b2,0.563347366763306,0.139902761
Sh2d3c,-0.688594580051615,0.124974028
Shtn1,-0.804716525369282,0.105188625
Shprh,-1.5343047943445,0.108861664
Shisa8,0.698211482332737,0.165694277
Sirt1,0.841785754770235,0.113990592
Shfm1,-0.146476323383412,0.228123099
Sipa1,4.59463596623611,18.41713373
Sh3bgrl,2.68817082482952,0.334620727
Shkbp1,2.7793132627877,0.712660749
Sirt3,-3.30301498502441,0.917546844
Sh3bp1,-4.50094041939458,12.66624201
Sgcb,0.0512475670656511,0.046234117
Sgms2,1.04084690933357,0.136889729
Sgpp1,0.355892643063959,0.056209001
Sik3,2.24201485540967,0.170016353
Sigmar1,-1.28170681234482,0.134937047
Skap2,4.32723031717465,8.870392629
Shc4,1.39719398991128,0.202757745
Sirt6,-0.0538634164632502,0.099543974
Shank1,-3.21781005746495,2.475218146
Sh3gl3,0.00149126302031364,0.128303157
Skil,1.88810613692297,0.144743512
Shf,1.19430145615743,0.161402277
Sh3kbp1,2.59708058622226,0.379649504
Shisa9,-2.81087566883831,0.657139866
Sirt4,1.4870982174069,0.214454956
Sh3bgrl3,1.7952815838224,0.142365644
Sh3bgrl2,-2.06953761115901,0.271733362
Shh,-0.640880377265187,0.113339091
Sin3b,0.582953445522377,0.063424377
Shisa7,0.0598280166747612,0.127341419
Sirt2,3.19869244146329,0.699398385
Shroom2,-3.63749421593783,1.712104309
Sh2b3,3.95469836206464,4.407857695
Shroom3,3.3185629398888,1.454485296
Sh2b1,1.45664919528973,0.094766144
Sgsm1,-2.64121766358701,0.446277073
Sh2d5,-1.23507627717126,0.146704213
Sh3bp5,1.20976593231991,0.096750989
Shisa6,1.00883481219817,0.115003462
Sipa1l3,-1.93071751738047,0.154269775
Sh3d19,3.71920614012222,2.783003427
Shisa2,0.283462707292909,0.141632933
Sipa1l2,1.69694805738709,0.149769678
Siah1a,1.63979724153741,0.114976018
Shmt2,2.39439075773207,0.432482941
Sgsm2,-1.23013448398147,0.142515127
Sgtb,-1.68200701341493,0.22994585
Sidt1,-0.95110457616714,0.185645013
Sgk1,0.505210100357301,0.119251667
